slug,name,roaster,rating,review_date
kenya-nyeri-tambaya-aa,Kenya Nyeri Tambaya AA,ChacolaTAY,95,2014-04-01
ethiopia-sidamo-ardi-natural,Ethiopia Sidamo Ardi Natural,Parisi Artisan Coffee,93,2014-04-01
ethiopia-yirga-natural-bedhatu,Ethiopia Yirga Natural Bedhatu,Kakalove Cafe,94,2014-04-01
ethiopia-moplaco-yirgacheffe,Ethiopia Moplaco Yirgacheffe,ChacolaTAY,94,2014-04-01
rwanda-kabirizi-washing-station,Rwanda Kabirizi Washing Station,Parisi Artisan Coffee,91,2014-04-01
guji-zone-ethiopia,Guji Zone Ethiopia,Bird Rock Coffee Roasters,95,2014-04-01
keynote-perennial-brew,Keynote Perennial Brew,Chromatic Coffee,91,2014-04-01
colombia-el-bado,Colombia El Bado,Mr. Espresso,92,2014-04-01
colombian-monserrate-b,Colombian Monserrate B,Coda Coffee,92,2014-04-01
colombia-tolima-la-aldea,Colombia Tolima La Aldea,Papa Lin's Coffee Roasting,92,2014-04-01
colombia-finca-santa-maria-caturra,Colombia Finca Santa Maria Caturra,PT's Coffee Roasting Co.,92,2014-04-01
organic-colombia-fondo-paez-cooperative-3,Organic Colombia Fondo Paez Cooperative,Kickapoo Coffee Roasters,93,2014-04-01
colombia-huila-million-pesos-natural,Colombia Huila Million Pesos Natural,Paradise Roasters,93,2014-04-01
colombia-san-agustin-3,Colombia San Agustin,Chromatic Coffee,93,2014-04-01
colombia-finca-monte-verde-gildardo-gutierrez,"Colombia Finca Monte Verde, Gildardo Gutierrez",Sightglass Coffee,94,2014-04-01
colombia-cerro-azul-enano,Colombia Cerro Azul Enano,Equator Coffees & Teas,94,2014-04-01
colombia-cerro-azul-geisha,Colombia Cerro Azul Geisha,Tony's Coffees & Teas,95,2014-04-01
rwanda-kabirizi-fto,Rwanda Kabirizi FTO,Thirty-Thirty Coffee Co.,91,2014-04-01
twisted-3-0-espresso,Twisted 3.0 Espresso,JBC Coffee Roasters,94,2014-04-01
bufcafe-rwanda-espresso-2,Bufcafe Rwanda Espresso,JBC Coffee Roasters,91,2014-04-01
rock-the-house-blend-fto-2,Rock the House Blend FTO,JBC Coffee Roasters,91,2014-04-01
ethiopia-amaro-gayo-dry-process,Ethiopia Amaro Gayo Dry Process,Flight Coffee Co.,94,2014-03-01
el-salvador-las-delicias-natural,El Salvador Las Delicias Natural,Paradise Roasters,93,2014-03-01
kenya-kikai,Kenya Kikai,Mystic Monk Coffee,92,2014-03-01
easter-sunrise-blend-2,Easter Sunrise Blend,Mystic Monk Coffee,90,2014-03-01
monk-shot-kenya-kikai-k-cup-compatible,Monk-Shot Kenya Kikai (K-Cup compatible),Mystic Monk Coffee,90,2014-03-01
monk-shot-easter-sunrise-blend-k-cup-compatible,Monk-Shot Easter Sunrise Blend (K-Cup compatible),Mystic Monk Coffee,88,2014-03-01
ethiopia-sidamo-4,Ethiopia Sidamo,Wild Goose Coffee Roasters,92,2014-03-01
ethiopia-gedeo-yirgacheffe,Ethiopia Gedeo Yirgacheffe,Revel Coffee,94,2014-03-01
java-taman-dadar,Java Taman Dadar,Caribou Coffee,89,2014-03-01
blue-sky-breakfast-blend,Blue Sky Breakfast Blend,Paradise Roasters,91,2014-03-01
whidbey-blend,Whidbey Blend,Whidbey Coffee,91,2014-03-01
brazil-yellow-catuai-esperana-joao-zinho-souza,Brazil Yellow Catuai Esperança Joao “Zinho” Souza,Ritual Coffee Roasters,91,2014-03-01
brazil-fazenda-furnas-natural,Brazil Fazenda Furnas Natural,Papa Lin's Coffee Roasting,92,2014-03-01
brazil-fazenda-sertaozinho,Brazil Fazenda Sertaozinho,Linea Caffe S.F.,92,2014-03-01
brazil-pedra-redonda,Brazil Pedra Redonda,Roast Co. Artisan Coffees,92,2014-03-01
brasil-carmo-de-minas-fazenda-monte-verde-bourbon,Brasil Carmo De Minas Fazenda Monte Verde Bourbon,Victrola Coffee Roasters,92,2014-03-01
brazil-yellow-bourbon-laranjal-farms,Brazil Yellow Bourbon Laranjal Farms,Willoughby's Coffee & Tea,92,2014-03-01
brazil-grota-funda,Brazil Grota Funda,Ghost Town Coffee Roasters,92,2014-03-01
brazil-bela-vista-micro-lot,Brazil Bela Vista Micro-Lot,Equator Coffees & Teas,93,2014-03-01
brazil-leuven-santa-margarida-estate-lot-129,Brazil Leuven Santa Margarida Estate Lot 129,Chromatic Coffee,93,2014-03-01
rwanda-karongi-gitesi-2,Rwanda Karongi Gitesi,Flight Coffee Co.,94,2014-03-01
gelgelu-adame-ethiopia-yirgacheffe-organic-natural-process,Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,JBC Coffee Roasters,96,2014-03-01
taiwan-alishan-washed-sumatra-typica,Taiwan Alishan Washed Sumatra Typica,Simon Hsieh's Aroma Roast Coffees,93,2014-03-01
regular-coffee,Regular Coffee,Regular Coffee,90,2014-03-01
cocoa-sweet-espresso-blend,Cocoa Sweet Espresso Blend,CofFeeling,90,2014-03-01
regular-coffee-decaf,Regular Coffee Decaf,Regular Coffee,87,2014-03-01
sulawesi-tana-toraja-peaberry,Sulawesi Tana Toraja Peaberry,Paradise Roasters,92,2014-02-01
ecuador-finca-la-nube,Ecuador Finca La Nube,Thirty-Thirty Coffee Co.,93,2014-02-01
colombia-huila,Colombia Huila,Thirty-Thirty Coffee Co.,92,2014-02-01
guatemala-guayab-huehuetenango,Guatemala Guaya’B Huehuetenango,Cafe Virtuoso,91,2014-02-01
ethiopia-fto-worka,Ethiopia FTO Worka,Topeca Coffee Roasters,95,2014-02-01
testa-rossa-classic-espresso-blend,Testa Rossa Classic Espresso Blend,Caffe Luxxe,91,2014-02-01
aricha-ethiopia-yirgacheffe-natural-process,Aricha Ethiopia Yirgacheffe Natural Process,JBC Coffee Roasters,93,2014-02-01
kenya-makwa-ab-2,Kenya Makwa AB,Klatch Coffee,96,2014-02-01
kabirizi-rwanda,Kabirizi Rwanda,Lexington Coffee Roasters,92,2014-02-01
wahana-sumatra,Wahana Sumatra,Lexington Coffee Roasters,91,2014-02-01
tolima-colombia,Tolima Colombia,Lexington Coffee Roasters,91,2014-02-01
palanda-ecuador-organic,Palanda Ecuador Organic,Lexington Coffee Roasters,90,2014-02-01
kenya-kabare-ab,Kenya Kabare AB,Flight Coffee Co.,95,2014-02-01
sumatra-wahana-natural-process,Sumatra Wahana Natural Process,Flight Coffee Co.,93,2014-02-01
peaberry-reserve,Peaberry Reserve,Flight Coffee Co.,92,2014-02-01
honduras-santa-barbara-beneficio-san-vicente-caracolillo,Honduras Santa Barbara Beneficio San Vicente Caracolillo,Victrola Coffee Roasters,93,2014-02-01
ferghana-horse-blend,Ferghana Horse Blend,Simon Hsieh's Aroma Roast Coffees,93,2014-02-01
kenya-makwa-ab,Kenya Makwa AB,Temple Coffee and Tea,95,2014-02-01
monk-shot-tanzanian-peaberry-k-cup-compatible,Monk-Shot Tanzanian Peaberry (K-Cup compatible),Mystic Monk Coffee,88,2014-02-01
grade-1-espresso-blend,Grade 1 Espresso Blend,Bicerin Coffee,91,2014-02-01
el-salvador-santa-elena-honey-pacamara,El Salvador Santa Elena Honey Pacamara,Temple Coffee and Tea,94,2014-02-01
ethiopia-yirgacheffe-ecx-auction-lot,Ethiopia Yirgacheffe ECX Auction Lot,Temple Coffee and Tea,94,2014-02-01
guatemala-el-diamante-patricia-diaz-microlot,Guatemala El Diamante Patricia Diaz Microlot,Temple Coffee and Tea,93,2014-02-01
farm-girl,Farm Girl,PT's Coffee Roasting Co.,91,2014-02-01
apex-blend,Apex Blend,Torque Coffee,91,2014-02-01
lake-effect,Lake Effect,Madcap Coffee,91,2014-02-01
gingerbread-man-seasonal-espresso-reviewed-for-drip-applications,Gingerbread Man Seasonal Espresso (reviewed for drip applications),Donkey Cafe,91,2014-02-01
gamut-espresso-reviewed-for-drip-applications,Gamut Espresso (reviewed for drip applications),Chromatic Coffee,91,2014-02-01
dream-blend,Dream Blend,Bacca Cafe,92,2014-02-01
fragrance-of-tranquility,Fragrance of Tranquility,GreenAlives,92,2014-02-01
rite-of-spring,Rite of Spring,Namusairo Coffee,92,2014-02-01
ganesha-espresso-reviewed-for-drip-applications,Ganesha Espresso (reviewed for drip applications),Tony's Coffees & Teas,92,2014-02-01
est-drip-blend,Est Drip Blend,Cafe Est,93,2014-02-01
three-africans,Three Africans,Blue Bottle Coffee,93,2014-02-01
espresso-blend-spring-14,Espresso Blend Spring 14,GreenAlives,90,2014-01-01
peru-cajamarca,Peru Cajamarca,Beansmith Coffee,91,2014-01-01
organic-bali-kintamani-natural,Organic Bali Kintamani Natural,Crimson Cup Coffee and Tea,90,2014-01-01
kenya-kalilani,Kenya Kalilani,Big Shoulders Coffee,93,2014-01-01
ethiopian-sidamo-kellenso,Ethiopian Sidamo Kellenso,Crimson Cup Coffee and Tea,92,2014-01-01
ethiopia-ninety-plus-pheribo-n2,Ethiopia Ninety Plus Pheribo N2,Namusairo Coffee,95,2014-01-01
kenya-ndaroini-nyeri,Kenya Ndaroini Nyeri,PT's Coffee Roasting Co.,93,2014-01-01
ethiopia-zonegediyo-kochere-yirga-cheffe,Ethiopia Zonegediyo Kochere Yirga Cheffe,Flight Coffee Co.,93,2014-01-01
ethiopia-washed-sidama-shilcho-coop-g1,Ethiopia Washed Sidama Shilcho Coop G1,Kakalove Cafe,94,2014-01-01
sumatra-lake-tawar-screen-19-plus-tp,Sumatra Lake Tawar Screen 19 Plus TP,Kakalove Cafe,91,2014-01-01
big-papua-espresso,Big Papua Espresso,Thirty-Thirty Coffee Co.,92,2014-01-01
caffe-primo,Caffe Primo,V. Coffee,91,2014-01-01
colombia-guadalupe,Colombia Guadalupe,Topeca Coffee Roasters,89,2014-01-01
ethiopia-washed-yirgacheffe-mini-me-2014,Ethiopia Washed Yirgacheffe “Mini-Me” 2014,Simon Hsieh's Aroma Roast Coffees,96,2014-01-01
orion-espresso-blend,Orion Espresso Blend,Spyhouse Coffee Roasters,92,2014-01-01
guatemala-finca-santa-isabel,Guatemala Finca Santa Isabel,Water Avenue Coffee,92,2014-01-01
borena-ethiopia,Borena Ethiopia,Spyhouse Coffee Roasters,92,2014-01-01
bliss-of-gayo,Bliss of Gayo,Simon Hsieh's Aroma Roast Coffees,93,2013-12-01
san-formosan-estate,San Formosan Estate,Nantou Specialty,90,2013-12-01
kenya-nyeri-tegu,Kenya Nyeri Tegu,Mt. Whitney Coffee Roasters,93,2013-12-01
konga-yirgacheffe-ethiopia,Konga Yirgacheffe Ethiopia,Whipsaw Coffee Roasters,93,2013-12-01
kona-extra-fancy-2,Kona Extra Fancy,Kona Coffee Purveyors,90,2013-12-01
ethiopia-yirgacheffe-konga,Ethiopia Yirgacheffe Konga,The WestBean Coffee Roasters,92,2013-12-01
panama-los-lajones-bambu-geisha,Panama Los Lajones Bambu Geisha,Temple Coffee and Tea,96,2013-12-01
kenya-githembe-aa,Kenya Githembe AA,Gracenote Coffee Roasters,92,2013-12-01
espresso-strata,Espresso Strata,Red Rock Roasters,92,2013-12-01
arabica-wild-kopi-luwak,Arabica Wild Kopi Luwak,The Bantuan Coffee Foundation,92,2013-12-01
love-letter-for-winter-holiday,Love Letter for Winter Holiday,Namusairo Coffee,92,2013-12-01
holiday-blend-7,Holiday Blend,Flight Coffee Co.,92,2013-12-01
sumatra-aceh-takengon,Sumatra Aceh Takengon,Compelling & Rich Coffee,93,2013-12-01
original-christmas-nicks-holiday-favorite-organic,"Original Christmas, Nicks Holiday Favorite, Organic",Klatch Coffee,93,2013-12-01
holiday-blend-6,Holiday Blend,Olympia Coffee Roasting,93,2013-12-01
panama-finca-la-mula-geisha-natural,Panama Finca La Mula Geisha Natural,Equator Coffees & Teas,94,2013-12-01
holiday-blend-5,Holiday Blend,Velton's Coffee,95,2013-12-01
organic-ethiopian-yirgacheffe-idido,Organic Ethiopian Yirgacheffe Idido,Kickapoo Coffee Roasters,94,2013-12-01
panama-gesha-perci-red,Panama Gesha Perci Red,Barrington Coffee Roasting Co.,96,2013-12-01
kikai-kenya,Kikai Kenya,Lexington Coffee Roasters,95,2013-12-01
sumatra-lintong-dolok-sanggul,Sumatra Lintong Dolok Sanggul,Flight Coffee Co.,93,2013-12-01
el-salvador-finca-malacara-lot-b,El Salvador Finca Malacara Lot B,Flight Coffee Co.,92,2013-12-01
real-inspiration-blend,Real Inspiration Blend,Caribou Coffee,89,2013-12-01
s-o-espresso-mexico-santa-teresa,S.O. Espresso Mexico Santa Teresa,Paradise Roasters,93,2013-12-01
lycello-panama-gesha,Lycello Panama Gesha,Barrington Coffee Roasting Co.,92,2013-11-01
kenya-gichuka-aa,Kenya Gichuka AA,Temple Coffee and Tea,94,2013-11-01
kimel-papua-new-guinea-peaberry,Kimel Papua New Guinea Peaberry,Lexington Coffee Roasters,93,2013-11-01
ethiopia-yirgacheffee-konga,Ethiopia Yirgacheffee Konga,Lexington Coffee Roasters,93,2013-11-01
ethiopia-washed-yirgacheffe-mini-me,Ethiopia Washed Yirgacheffe Mini-Me,Simon Hsieh's Aroma Roast Coffees,94,2013-11-01
espresso-blend-9,Espresso Blend,Kean Coffee,93,2013-11-01
kenya-french-mission-oreti-estate,Kenya French Mission Oreti Estate,Thirty-Thirty Coffee Co.,92,2013-11-01
ethiopia-kelenso-mokanisa,Ethiopia Kelenso Mokanisa,Tony's Coffees & Teas,94,2013-11-01
ganesha-espresso,Ganesha Espresso,Tony's Coffees & Teas,94,2013-11-01
guatemala-finca-bourbon-organic,Guatemala Finca Bourbon Organic,Tony's Coffees & Teas,93,2013-11-01
kagomoini-kenya,Kagomoini Kenya,Blueprint Coffee,92,2013-11-01
tanzania-songea-peaberry,Tanzania Songea Peaberry,Kakalove Cafe,92,2013-11-01
lennette-kenya,Lennette Kenya,Bird Rock Coffee Roasters,94,2013-11-01
lakeshore-blend-medium-roast,Lakeshore Blend Medium Roast,Caribou Coffee,90,2013-11-01
sumatra-samosir-batak-medium-roast,Sumatra Samosir Batak Medium Roast,Caribou Coffee,89,2013-11-01
daybreak-morning-blend-light-roast,Daybreak Morning Blend Light Roast,Caribou Coffee,88,2013-11-01
mocha-java-medium-roast,Mocha Java Medium Roast,Caribou Coffee,88,2013-11-01
single-origin-arabica-espresso,Single Origin Arabica Espresso,CoffeeIndy.com,90,2013-11-01
kenya-aa-gakuyuni,Kenya AA Gakuyuni,Atomic Cafe Coffee Roasters,93,2013-11-01
yemen-haraaz-red-marqaha-grade-a,Yemen Haraaz-Red Marqaha Grade A,CafeTaster,89,2013-11-01
sidamo-natural-micro-lot-reserve,Sidamo Natural Micro-Lot Reserve,Dragonfly Coffee Roasters,92,2013-11-01
organic-ethiopian-natural-process,Organic Ethiopian Natural Process,Kickapoo Coffee Roasters,92,2013-11-01
ethiopia-natural-yirgacheffe,Ethiopia Natural Yirgacheffe,Bird Rock Coffee Roasters,93,2013-11-01
fto-ethiopia-worka-3-special-reserve,FTO Ethiopia Worka 3 Special Reserve,Yo el Rey Roasting,93,2013-11-01
ethiopia-kochere-natural,Ethiopia Kochere Natural,Barista HK,93,2013-11-01
ethiopia-aramo-natural,Ethiopia Aramo Natural,Old Soul Co.,93,2013-11-01
